ID,Edad,Genero,Ingresos Anuales,Gasto Mensual,Puntuación de Crédito,Región,Comportamiento en linea,Compras en el ultimo año
1093,48,Femenino,1269797,20240,633,Este,9,127
1094,22,Masculino,236310,4408,500,Este,10,77
1095,19,Masculino,257905,5691,489,Este,7,16
1096,28,Femenino,263163,5640,489,Oeste,6,97
1097,24,Femenino,188414,5453,468,Este,10,77
1098,51,Femenino,349702,9105,998,Norte,1,4
1099,34,Masculino,899422,32022,793,Oeste,8,88
1100,52,Masculino,505128,15997,933,Este,2,6
1101,21,Femenino,141374,3507,398,Este,10,22
1102,67,Masculino,1032674,19544,821,Norte,3,2
1103,18,Masculino,167648,5305,427,Este,10,74
1104,69,Masculino,274527,10719,915,Oeste,3,7
1105,23,Femenino,177382,4940,430,Oeste,9,72
1106,23,Femenino,149791,3513,357,Oeste,6,19
1107,30,Masculino,156063,1156,457,Este,7,73
1108,55,Femenino,1189474,43300,673,Este,10,132
1109,53,Masculino,352562,13235,871,Este,1,3
1110,69,Masculino,352310,26684,955,Sur,1,4
1111,30,Femenino,110670,3113,466,Oeste,6,52
1112,68,Femenino,795668,7172,995,Oeste,3,9
1113,37,Femenino,1886667,30106,819,Oeste,8,122
1114,28,Masculino,168516,2215,338,Este,8,24
1115,57,Masculino,586093,7508,977,Este,3,7
1116,27,Femenino,244318,5903,353,Este,6,84
1117,24,Masculino,113361,1105,463,Sur,10,86
1118,30,Femenino,278160,1528,402,Este,6,59
1119,63,Femenino,1012166,25360,830,Este,1,5
1120,62,Femenino,962412,11568,874,Sur,3,6
1121,61,Femenino,1198412,14904,988,Sur,2,4
1122,61,Masculino,404497,7336,884,Sur,3,9
1123,25,Femenino,226163,5404,348,Norte,6,91
1124,55,Masculino,288202,21682,822,Este,2,10
1125,25,Femenino,214511,4792,325,Sur,7,90
1126,31,Masculino,1059186,19286,567,Oeste,10,130
1127,30,Masculino,237563,1751,300,Norte,10,80
1128,56,Masculino,1156838,15840,831,Este,2,5
1129,27,Femenino,222650,3445,474,Este,10,81
1130,30,Masculino,188509,4698,372,Oeste,6,34
1131,56,Femenino,1712134,19168,725,Oeste,9,144
1132,52,Femenino,442273,27258,951,Este,3,8
1133,21,Femenino,278881,5099,327,Norte,8,80
1134,21,Masculino,142913,1250,433,Este,8,47
1135,23,Masculino,250892,2691,336,Oeste,9,48
1136,21,Femenino,228522,3080,390,Norte,9,34
1137,33,Femenino,1866926,37869,500,Sur,9,137
1138,19,Masculino,222397,3541,412,Oeste,10,76
1139,36,Masculino,921473,33869,829,Norte,10,111
1140,20,Masculino,125672,5813,487,Este,8,99
1141,55,Femenino,1443885,23584,503,Oeste,9,132
1142,29,Masculino,220532,3550,313,Este,9,76
1143,61,Femenino,1119268,29565,881,Norte,2,2
1144,56,Masculino,765793,11566,906,Norte,3,7
1145,19,Femenino,247879,1649,307,Sur,7,30
1146,55,Femenino,818492,27719,885,Oeste,1,4
1147,42,Masculino,1132374,19719,501,Este,8,145
1148,55,Masculino,861160,40193,758,Oeste,10,112
1149,40,Femenino,823268,42575,472,Este,9,137
1150,20,Masculino,138115,1427,448,Este,8,64
1151,51,Masculino,1186443,19489,883,Sur,3,8
1152,64,Femenino,784599,27219,868,Oeste,3,7
1153,35,Femenino,1105139,44814,528,Oeste,8,117
1154,51,Masculino,1599954,18498,519,Este,8,132
1155,55,Masculino,494790,28221,895,Sur,1,5
1156,51,Femenino,1709201,17086,829,Sur,8,136
1157,68,Femenino,1089982,8516,886,Sur,1,10
1158,24,Femenino,106714,2101,487,Norte,6,32
1159,68,Masculino,775207,26180,966,Este,1,2
1160,69,Masculino,566498,11240,921,Oeste,3,5
1161,50,Femenino,1976672,38743,533,Sur,10,133
1162,67,Femenino,297159,19340,848,Oeste,1,10
1163,28,Femenino,263625,2842,342,Sur,9,49
1164,59,Femenino,851101,38198,553,Oeste,9,117
1165,50,Masculino,903341,16523,907,Sur,1,5
1166,32,Femenino,1349812,33031,491,Norte,10,134
1167,62,Masculino,744358,20398,816,Oeste,1,6
1168,27,Masculino,178863,1681,318,Norte,9,37
1169,57,Femenino,762268,24387,826,Oeste,2,8
1170,58,Femenino,980379,23659,984,Sur,1,7
1171,50,Femenino,796322,16422,974,Este,1,1
1172,61,Masculino,677165,22743,974,Sur,3,9
1173,22,Femenino,146354,5427,493,Oeste,9,98
1174,20,Masculino,116885,3683,441,Sur,7,26
1175,47,Masculino,1449449,25017,538,Sur,9,134
1176,47,Femenino,951927,23556,408,Norte,9,135
1177,64,Masculino,722154,6847,894,Norte,2,5
1178,60,Masculino,1405959,40239,484,Este,9,100
1179,58,Masculino,489080,22768,962,Oeste,3,2
1180,18,Masculino,199350,4014,464,Sur,8,86
1181,53,Masculino,784754,15925,495,Este,8,120
1182,25,Masculino,173136,3558,435,Norte,9,92
1183,26,Masculino,263980,3314,425,Sur,8,50
1184,30,Masculino,278147,1335,333,Norte,10,85
1185,31,Masculino,1417336,26227,690,Sur,9,75
1186,25,Femenino,151664,5533,349,Oeste,6,35
1187,55,Femenino,547024,12803,963,Sur,1,9
1188,37,Femenino,1652908,15727,747,Este,8,103
1189,67,Femenino,426551,16886,844,Norte,1,9
1190,62,Femenino,1064787,21384,911,Oeste,1,6
1191,24,Masculino,269120,1982,379,Oeste,7,87
1192,48,Femenino,729708,15368,412,Sur,10,127
1193,25,Femenino,130311,4094,316,Este,9,27
1194,28,Masculino,183973,5903,423,Este,8,43
1195,21,Masculino,260559,5615,431,Este,10,88
1196,57,Femenino,1796381,20034,588,Norte,8,139
1197,20,Femenino,146525,2934,356,Sur,7,97
1198,65,Femenino,627651,24687,984,Norte,2,8
1199,26,Masculino,273693,5301,482,Norte,10,90
1200,66,Femenino,762118,27233,827,Oeste,3,1
1201,21,Femenino,127466,3130,317,Oeste,9,34
1202,23,Masculino,146864,3965,476,Norte,6,28
1203,21,Masculino,228569,5834,465,Norte,10,40
1204,59,Masculino,751605,26769,969,Sur,2,4
1205,53,Femenino,457147,28693,952,Oeste,1,5
1206,63,Femenino,327577,17552,903,Este,1,8
1207,51,Masculino,702439,27897,907,Oeste,2,6
1208,42,Femenino,742431,20716,527,Este,10,126
1209,51,Masculino,1701663,31638,713,Norte,8,75
1210,51,Femenino,666684,26972,829,Este,3,3
1211,23,Femenino,103778,1012,374,Oeste,9,64
1212,53,Femenino,999002,29607,908,Oeste,2,1
1213,54,Masculino,1004728,15858,627,Norte,10,125
1214,24,Femenino,171705,2724,459,Norte,6,67
1215,53,Femenino,804822,9028,822,Sur,2,5
1216,34,Femenino,1796428,25805,804,Sur,8,121
1217,57,Masculino,719030,43945,640,Oeste,10,119
1218,50,Masculino,1447288,35225,731,Oeste,10,104
1219,59,Masculino,570356,14645,917,Oeste,1,6
1220,59,Femenino,664402,12322,894,Norte,3,10
1221,65,Masculino,355896,21584,927,Este,3,3
1222,29,Femenino,104954,4324,355,Oeste,8,21
1223,57,Masculino,839761,14296,826,Este,2,9
1224,50,Masculino,967353,28852,850,Norte,2,5
1225,25,Femenino,132993,5893,312,Este,10,17
1226,22,Femenino,276387,4522,456,Este,6,38
1227,26,Femenino,191601,3142,406,Este,8,72
1228,58,Masculino,821292,23034,861,Sur,2,9
1229,54,Masculino,1131211,16382,803,Oeste,2,7
1230,25,Masculino,183956,1710,455,Este,7,69
1231,26,Masculino,259708,3047,468,Sur,7,30
1232,33,Femenino,1819529,31319,745,Oeste,9,77
1233,24,Masculino,148795,1109,483,Norte,8,77
1234,67,Femenino,524619,27717,829,Norte,3,9
1235,57,Femenino,1041770,28893,916,Sur,1,5
1236,30,Femenino,178009,4614,472,Norte,8,22
1237,49,Masculino,1525671,31631,804,Este,8,89
1238,47,Masculino,1943127,37245,480,Norte,10,116
1239,18,Masculino,241774,1961,329,Este,9,18
1240,60,Masculino,774116,20266,844,Este,2,3
1241,59,Masculino,986028,29243,815,Oeste,1,2
1242,27,Masculino,254031,2978,346,Oeste,8,65
1243,56,Femenino,821037,39188,808,Oeste,10,80
1244,67,Femenino,341694,23976,926,Norte,1,9
1245,20,Femenino,199600,1244,497,Este,10,27
1246,67,Masculino,909578,10630,896,Norte,3,10
1247,50,Femenino,841623,19407,964,Este,2,5
1248,25,Masculino,141428,1391,444,Este,6,78
1249,50,Femenino,1565486,31346,832,Norte,8,139
1250,21,Femenino,248262,5700,323,Sur,6,88
1251,44,Femenino,1545760,29688,742,Norte,10,113
1252,29,Masculino,174358,3843,304,Sur,10,76
1253,36,Masculino,1443267,19827,488,Este,9,78
1254,22,Masculino,246551,3349,397,Este,6,60
1255,29,Femenino,274328,2812,301,Oeste,6,58
1256,25,Femenino,128183,4069,328,Este,10,46
1257,50,Femenino,777040,24110,822,Sur,1,1
1258,22,Masculino,192156,1380,433,Norte,7,89
1259,30,Femenino,189955,3543,317,Oeste,10,28
1260,20,Masculino,220390,2539,401,Oeste,7,20
1261,58,Masculino,1042339,19316,805,Oeste,1,4
1262,52,Masculino,366585,10607,938,Sur,3,1
1263,47,Masculino,933660,36136,743,Norte,9,147
1264,19,Masculino,261449,2531,392,Este,9,87
1265,33,Femenino,1870822,41357,521,Sur,10,142
1266,37,Masculino,1967114,42551,823,Sur,8,84
1267,64,Femenino,736342,28865,854,Este,3,10
1268,25,Femenino,253256,2229,404,Oeste,7,57
1269,54,Masculino,1175528,10576,806,Este,3,3
1270,54,Femenino,1535210,43154,499,Sur,10,91
1271,70,Femenino,549543,25496,818,Sur,3,5
1272,54,Masculino,754505,41966,645,Sur,9,93
1273,50,Femenino,436397,18777,919,Oeste,2,7
1274,54,Masculino,1472370,22827,467,Sur,10,76
1275,23,Masculino,258320,3007,303,Norte,9,53
1276,23,Masculino,153287,4563,421,Este,9,44
1277,40,Masculino,1794077,31131,554,Oeste,10,141
1278,28,Masculino,100017,3427,412,Norte,7,98
1279,64,Femenino,462344,8558,964,Este,2,10
1280,33,Femenino,717519,29751,846,Norte,8,135
1281,65,Masculino,256244,5213,948,Este,1,2
1282,20,Masculino,230388,4921,377,Oeste,10,65
1283,34,Masculino,1643102,26222,739,Norte,10,116
1284,25,Masculino,156175,1457,491,Sur,9,26
1285,26,Masculino,150537,3910,388,Norte,8,33
1286,23,Femenino,104610,4367,317,Sur,7,22
1287,59,Masculino,1923691,28756,532,Oeste,9,113
1288,43,Masculino,884794,16108,490,Norte,10,144
1289,19,Masculino,100600,2056,349,Sur,9,92
1290,69,Masculino,953190,25202,997,Oeste,3,9
1291,47,Femenino,1340287,43822,823,Este,8,104
1292,57,Femenino,304199,20668,803,Sur,2,5
1293,64,Femenino,854709,24858,807,Oeste,3,2
1294,43,Femenino,1124387,16448,563,Norte,9,107
1295,42,Femenino,1427226,38675,683,Sur,8,86
1296,43,Femenino,1620567,42757,710,Este,8,141
1297,55,Masculino,752056,24441,966,Norte,1,3
1298,38,Masculino,1260630,17875,486,Norte,10,132
1299,24,Femenino,244417,3299,342,Sur,8,67
1300,50,Masculino,1850238,36743,761,Norte,8,133
1301,47,Femenino,1436285,24135,490,Norte,9,80
1302,18,Femenino,251194,1695,303,Oeste,6,28
1303,60,Femenino,347529,7701,877,Oeste,2,4
1304,32,Femenino,1162263,32770,518,Norte,8,118
1305,43,Femenino,857745,33156,849,Norte,10,122
1306,34,Masculino,1048148,26508,786,Oeste,8,91
1307,28,Masculino,240213,2908,474,Oeste,6,15
1308,54,Femenino,947919,22710,736,Norte,10,107
1309,41,Femenino,1982429,28953,645,Este,10,112
1310,60,Femenino,961335,12916,984,Norte,1,9
1311,41,Femenino,1832160,32764,604,Oeste,8,118
1312,54,Masculino,1786914,35995,460,Oeste,10,123
1313,25,Masculino,169657,4888,356,Norte,9,78
1314,59,Femenino,669386,14586,868,Este,1,2
1315,57,Masculino,1958409,15913,581,Norte,8,145
1316,22,Masculino,148391,2194,482,Sur,6,23
1317,54,Masculino,634368,26585,953,Este,1,8
1318,29,Masculino,199317,1267,327,Sur,8,70
1319,19,Masculino,236237,4805,348,Oeste,6,46
1320,38,Femenino,1163908,21811,695,Oeste,9,88
1321,20,Femenino,242702,1607,320,Sur,8,53
1322,22,Masculino,167319,5811,418,Sur,6,65
1323,20,Masculino,228143,3059,397,Este,6,85
1324,30,Femenino,275208,4144,465,Norte,6,90
1325,28,Femenino,171924,4196,328,Este,10,32
1326,36,Femenino,1189278,18269,429,Sur,9,120
1327,22,Femenino,210243,5385,385,Oeste,10,88
1328,58,Masculino,497491,14671,901,Norte,1,3
1329,56,Femenino,1070987,5127,920,Sur,2,4
1330,30,Masculino,254334,5836,318,Sur,9,33
1331,56,Femenino,1641608,26613,669,Oeste,8,133
1332,44,Masculino,1804563,31533,460,Sur,9,99
1333,64,Masculino,407557,24700,816,Este,1,9
1334,21,Femenino,190225,2557,373,Norte,7,45
1335,40,Masculino,1641590,31388,498,Sur,8,141
1336,50,Femenino,382277,23688,927,Este,1,3
1337,48,Femenino,1165332,43945,429,Norte,10,126
1338,53,Masculino,1900591,34361,658,Sur,8,121
1339,46,Masculino,1497706,34529,670,Norte,10,114
1340,56,Masculino,1945840,44271,428,Oeste,10,122
1341,52,Femenino,454599,20804,931,Oeste,3,10
1342,37,Masculino,877836,26636,596,Norte,10,136
1343,54,Masculino,473795,15727,968,Norte,3,4
1344,60,Masculino,1673992,35864,498,Sur,9,75
1345,22,Masculino,178085,3483,360,Oeste,10,50
1346,68,Femenino,291907,11146,874,Oeste,1,4
1347,26,Femenino,177739,2180,407,Oeste,10,22
1348,30,Femenino,181602,3259,485,Sur,7,35
1349,62,Masculino,454657,28250,805,Oeste,1,8
1350,38,Femenino,1105895,25746,784,Oeste,8,123
1351,64,Masculino,1141687,17883,955,Este,1,3
1352,25,Masculino,211388,4604,361,Este,9,91
1353,24,Femenino,126252,5616,437,Norte,10,41
1354,53,Femenino,623931,26127,895,Sur,2,2
1355,26,Masculino,113054,3051,473,Oeste,6,87
1356,25,Masculino,254539,3757,374,Sur,10,66
1357,21,Masculino,129938,3754,324,Sur,10,53
1358,21,Masculino,142050,4050,426,Oeste,10,25
1359,50,Masculino,968588,17250,923,Este,3,10
1360,63,Masculino,1184733,24081,837,Este,3,2
1361,54,Femenino,1208077,26858,582,Sur,9,84
1362,64,Masculino,764509,25051,827,Oeste,3,8
1363,45,Masculino,1306125,22210,738,Este,10,110
1364,53,Masculino,604644,19073,886,Norte,1,9
1365,57,Femenino,591598,5517,872,Sur,1,8
1366,53,Femenino,1035953,43085,516,Este,10,133
1367,30,Masculino,215192,1304,446,Norte,7,87
1368,26,Femenino,165310,1088,404,Oeste,10,30
1369,58,Femenino,621938,11680,878,Norte,1,5
1370,68,Femenino,548836,10383,950,Sur,2,9
1371,50,Masculino,554118,18836,803,Norte,3,4
1372,50,Masculino,851148,29749,993,Sur,1,6
1373,42,Masculino,1852572,25042,597,Sur,8,87
1374,51,Masculino,1129212,14300,981,Sur,1,8
1375,19,Femenino,101698,2716,427,Norte,6,93
1376,18,Masculino,137147,3587,462,Este,10,58
1377,68,Femenino,835926,9991,956,Norte,1,6
1378,68,Femenino,598544,13485,809,Oeste,1,8
1379,62,Masculino,924600,18714,834,Norte,1,3
1380,69,Femenino,664737,26011,988,Norte,2,9
1381,34,Femenino,1434513,44630,556,Sur,8,122
1382,45,Femenino,920423,33172,650,Oeste,8,129
1383,28,Femenino,115799,4266,333,Sur,10,77
1384,50,Masculino,1182196,7582,831,Sur,2,8
1385,60,Femenino,695260,21490,804,Oeste,1,1
1386,39,Femenino,1384343,16844,818,Sur,9,146
1387,69,Masculino,818448,18706,824,Sur,2,3
1388,23,Femenino,205551,2185,348,Oeste,6,88
1389,44,Masculino,1457522,26512,803,Este,8,145
1390,21,Femenino,140952,2002,479,Este,7,62
1391,55,Femenino,622876,10202,839,Sur,1,9
1392,58,Femenino,1191843,27453,413,Norte,10,86
1393,52,Masculino,621743,29894,834,Sur,1,4
1394,27,Masculino,279204,2519,494,Sur,9,23
1395,42,Femenino,1209695,24859,817,Este,8,98
1396,51,Femenino,1912330,32907,480,Este,8,119
1397,56,Masculino,1081031,10618,804,Norte,3,2
1398,52,Masculino,896874,29898,936,Sur,3,1
1399,28,Masculino,106789,2454,319,Sur,10,52
1400,20,Femenino,165653,2899,497,Oeste,10,23
1401,25,Femenino,166764,5154,458,Oeste,6,98
1402,57,Femenino,1004966,43827,823,Oeste,8,120
1403,51,Masculino,892493,22901,845,Norte,1,5
1404,52,Femenino,767308,25326,866,Sur,3,7
1405,26,Masculino,192553,1708,387,Este,6,93
1406,54,Femenino,410447,23995,864,Oeste,3,10
1407,23,Femenino,271301,3731,350,Norte,9,96
1408,27,Femenino,121155,5058,303,Este,8,48
1409,28,Femenino,158635,5205,347,Norte,8,34
1410,27,Femenino,178562,4415,347,Este,7,22
1411,57,Masculino,927919,14036,972,Oeste,3,3
1412,64,Femenino,1115614,28281,853,Sur,2,10
1413,55,Masculino,1173100,31497,604,Oeste,9,110
1414,29,Femenino,145532,1167,440,Norte,10,76
1415,21,Femenino,175709,3563,355,Norte,10,17
1416,59,Masculino,823361,20587,874,Sur,2,2
1417,52,Femenino,1108178,29046,508,Sur,9,135
1418,27,Masculino,209353,1959,337,Sur,9,49
1419,46,Femenino,1342906,31053,618,Oeste,10,129
1420,23,Femenino,163148,4583,454,Sur,7,77
1421,58,Femenino,750003,13341,862,Norte,1,3
1422,53,Femenino,1184492,24227,864,Este,1,4
1423,53,Masculino,1045273,17150,426,Este,10,123
1424,66,Masculino,299024,29886,963,Sur,3,7
1425,44,Masculino,1891958,24978,595,Este,9,112
1426,56,Masculino,369072,26650,996,Este,3,9
1427,49,Masculino,1885892,32808,795,Sur,9,105
1428,24,Femenino,185450,2125,489,Este,7,68
1429,48,Femenino,1931670,29147,795,Oeste,8,108
1430,25,Femenino,192396,3049,361,Oeste,10,62
1431,56,Masculino,1921601,16493,450,Norte,9,128
1432,55,Masculino,827258,36655,598,Sur,9,95
1433,60,Femenino,791997,39741,447,Norte,9,107
1434,28,Masculino,261438,2428,417,Norte,8,83
1435,25,Femenino,240877,1324,441,Este,7,62
1436,61,Masculino,985197,9312,882,Este,2,5
1437,51,Femenino,1537343,39061,636,Norte,9,142
1438,41,Femenino,877468,43632,544,Oeste,9,105
1439,49,Femenino,816365,21852,629,Norte,9,142
1440,20,Femenino,253449,3774,453,Oeste,10,19
1441,28,Femenino,146929,3575,459,Este,8,56
1442,29,Femenino,126732,1745,457,Oeste,6,39
1443,20,Femenino,131711,2144,396,Norte,10,39
1444,52,Femenino,1015856,24853,840,Oeste,1,3
1445,21,Masculino,140501,4181,390,Norte,7,67
1446,54,Femenino,1923018,28129,402,Este,10,80
1447,46,Femenino,1924622,29601,476,Sur,9,150
1448,41,Femenino,1603404,36410,402,Oeste,10,101
1449,61,Femenino,622147,23812,928,Este,2,3
1450,23,Masculino,117718,5774,302,Sur,10,94
1451,40,Masculino,1032928,31577,481,Sur,8,80
1452,23,Masculino,193234,2313,316,Este,8,37
1453,20,Masculino,229107,1572,383,Oeste,9,54
1454,25,Masculino,216556,5512,325,Sur,9,56
1455,61,Femenino,872749,28701,979,Sur,2,4
1456,43,Masculino,1363943,38963,616,Este,9,120
1457,60,Masculino,1756683,37749,791,Oeste,10,80
1458,70,Masculino,1189199,24259,813,Norte,3,7
1459,29,Femenino,246834,4758,448,Sur,7,72
1460,65,Masculino,760719,25270,945,Este,3,10
1461,24,Masculino,114802,1515,389,Sur,6,29
1462,54,Masculino,835636,18986,796,Oeste,10,82
1463,39,Masculino,1526306,30686,481,Sur,9,133
1464,33,Masculino,1057870,40243,416,Sur,9,134
1465,18,Masculino,164733,3073,350,Norte,7,98
1466,64,Femenino,273633,27712,962,Oeste,2,5
1467,65,Masculino,1003284,13917,882,Oeste,2,4
1468,47,Femenino,1483953,43219,847,Norte,10,82
1469,56,Masculino,869384,28691,923,Sur,3,6
1470,22,Masculino,114637,5440,448,Este,9,23
1471,24,Femenino,249519,2082,318,Este,7,30
1472,57,Masculino,676799,13244,805,Oeste,3,9
1473,44,Masculino,1331596,36462,658,Norte,9,129
1474,30,Masculino,1389421,25926,453,Oeste,10,88
1475,66,Masculino,1034471,14154,994,Sur,1,4
1476,38,Femenino,1812891,25810,841,Sur,10,144
1477,28,Femenino,271329,1650,463,Este,9,43
1478,70,Masculino,428225,5083,986,Sur,2,4
1479,58,Masculino,1530096,18081,564,Norte,8,144
1480,42,Masculino,1114762,40606,585,Sur,8,102
1481,41,Femenino,1566751,40217,409,Oeste,8,79
1482,30,Femenino,191084,1173,308,Sur,9,100
1483,52,Femenino,987862,22352,915,Este,2,6
1484,59,Masculino,1845592,40793,631,Este,9,77
1485,55,Masculino,874587,17228,454,Oeste,8,134
1486,53,Femenino,612096,19720,955,Sur,2,2
1487,55,Femenino,738590,8422,815,Este,1,1
1488,31,Masculino,1880601,25615,652,Este,9,128
1489,62,Masculino,638698,6299,820,Este,1,8
1490,57,Masculino,757877,24485,419,Sur,8,123
1491,36,Femenino,1488171,22961,636,Norte,8,145
1492,51,Femenino,1659041,23933,610,Este,9,108
1493,39,Masculino,1055902,19777,408,Norte,10,142
1494,38,Femenino,720749,31969,628,Norte,8,143
1495,61,Femenino,892617,6444,994,Oeste,1,4
1496,43,Femenino,1168371,44193,436,Oeste,8,146
1497,39,Femenino,1193117,22136,480,Norte,8,84
1498,58,Masculino,1018794,21145,632,Este,8,105
1499,55,Masculino,879096,25829,926,Oeste,1,5
1500,32,Masculino,1216593,26068,744,Sur,9,122
1501,21,Femenino,228303,1486,414,Este,6,75
1502,46,Masculino,926079,36986,660,Sur,9,88
1503,41,Femenino,1615176,16342,672,Norte,9,87
1504,18,Femenino,203113,5275,420,Norte,10,70
1505,43,Femenino,936796,44525,437,Este,9,136
1506,51,Femenino,429750,7209,949,Sur,2,10
1507,32,Masculino,1736637,37369,506,Sur,8,118
1508,34,Femenino,1527293,30761,773,Este,9,110
1509,65,Masculino,965965,6316,839,Sur,3,3
1510,21,Femenino,243485,4448,392,Sur,7,61
1511,30,Masculino,208737,2898,300,Oeste,6,20
1512,50,Masculino,488681,27353,872,Este,3,2
1513,18,Masculino,164452,2830,457,Norte,6,61
1514,57,Masculino,1001151,28687,829,Sur,3,1
1515,30,Masculino,102453,4908,372,Norte,9,51
1516,56,Masculino,657997,14470,980,Norte,2,4
1517,28,Femenino,238460,1243,360,Este,8,72
1518,65,Masculino,558442,7093,955,Este,3,4
1519,41,Masculino,1798946,22322,695,Sur,10,138
1520,31,Masculino,1824072,41466,592,Oeste,10,115
1521,59,Femenino,561788,14173,982,Sur,1,9
1522,68,Masculino,576675,27658,932,Oeste,1,7
1523,50,Masculino,1074287,22001,987,Este,2,9
1524,37,Femenino,1775944,30628,584,Oeste,9,94
1525,38,Masculino,890089,27772,491,Oeste,8,106
1526,42,Femenino,1772210,17968,597,Sur,10,109
1527,66,Femenino,686427,23370,889,Oeste,2,10
1528,62,Masculino,1133145,23027,949,Este,1,1
1529,19,Femenino,203824,3738,421,Norte,6,18
1530,50,Femenino,937382,36046,488,Oeste,10,132
1531,23,Femenino,152865,3612,497,Norte,9,99
1532,56,Masculino,737514,21693,641,Este,9,148
1533,70,Masculino,426028,20836,855,Este,3,9
1534,70,Masculino,722973,7538,996,Oeste,3,8
1535,65,Masculino,914987,25275,842,Oeste,1,9
1536,60,Masculino,266177,29241,801,Oeste,1,4
1537,42,Masculino,1982473,23623,838,Este,10,81
1538,62,Masculino,1088278,18248,947,Este,3,10
1539,51,Femenino,1116265,29186,996,Este,1,6
1540,57,Masculino,1063443,17910,883,Este,2,3
1541,49,Femenino,1079526,22995,477,Este,10,75
1542,23,Masculino,208695,2879,377,Este,10,87
1543,24,Femenino,271680,5824,353,Este,9,89
1544,70,Masculino,292293,25358,904,Sur,2,5
1545,25,Masculino,225956,3676,411,Norte,9,20
1546,30,Masculino,154299,1781,433,Norte,7,25
1547,30,Masculino,135459,1974,435,Sur,9,88
1548,64,Masculino,765794,10152,911,Norte,2,4
1549,61,Femenino,1133368,16507,960,Oeste,1,9
1550,43,Femenino,771766,43675,629,Este,8,111
1551,27,Masculino,232226,2095,420,Sur,8,64
1552,25,Femenino,222081,1919,333,Sur,7,79
1553,59,Masculino,1425203,34364,672,Oeste,8,95
1554,65,Femenino,1003089,5616,934,Este,3,8
1555,29,Masculino,199646,2501,333,Oeste,10,73
1556,19,Masculino,157287,2077,422,Oeste,10,60
1557,65,Femenino,572957,21259,880,Sur,1,10
1558,41,Femenino,710356,41167,480,Este,8,77
1559,24,Masculino,134217,4452,356,Sur,8,100
1560,59,Masculino,1212522,37719,405,Norte,8,91
1561,61,Masculino,710426,11110,992,Este,3,6
1562,70,Masculino,676246,29010,924,Oeste,2,3
1563,35,Femenino,1558952,29206,749,Este,9,120
1564,54,Masculino,1159510,26564,803,Sur,1,4
1565,30,Femenino,108404,2559,388,Norte,9,59
1566,35,Masculino,1684107,19030,600,Sur,8,149
1567,25,Masculino,172071,2889,411,Sur,6,27
1568,66,Masculino,1193270,17622,910,Norte,2,5
1569,50,Masculino,292692,22288,872,Este,2,3
1570,56,Masculino,434021,11440,894,Sur,2,1
1571,20,Femenino,110652,2181,405,Este,8,24
1572,46,Masculino,1545427,33844,597,Sur,9,148
1573,65,Masculino,880435,8641,821,Este,2,8
1574,31,Masculino,1110995,36355,516,Oeste,8,110
1575,70,Femenino,879555,28805,863,Oeste,2,9
1576,57,Femenino,670796,12872,827,Oeste,2,8
1577,65,Masculino,484777,19405,975,Oeste,2,9
1578,60,Femenino,355392,8872,906,Este,2,3
1579,18,Masculino,104128,3327,322,Este,10,19
1580,64,Femenino,517376,29540,800,Norte,1,2
1581,63,Femenino,280236,20490,863,Sur,2,6
1582,53,Masculino,480772,25023,963,Norte,2,2
1583,70,Femenino,757676,24382,925,Oeste,2,1
1584,33,Masculino,1376868,35495,671,Norte,8,79
1585,31,Femenino,1882944,39891,583,Norte,8,80
1586,22,Masculino,155218,1726,490,Norte,6,16
1587,70,Femenino,763053,17937,968,Norte,1,6
1588,51,Femenino,1415076,38537,621,Sur,8,84
1589,20,Femenino,143228,2230,363,Oeste,8,100
1590,19,Femenino,203648,1118,346,Sur,7,72
1591,41,Femenino,1710948,37515,618,Norte,9,96
1592,18,Femenino,139595,4421,463,Sur,7,28
1593,67,Masculino,1173160,21493,919,Sur,2,3
1594,55,Masculino,708326,32326,806,Este,10,138
1595,53,Femenino,422193,11213,903,Norte,2,6
1596,40,Masculino,1339336,38893,761,Este,8,129
1597,31,Masculino,842097,21165,425,Norte,10,87
1598,51,Masculino,818887,15667,855,Este,2,2
1599,57,Masculino,1109192,5257,873,Oeste,3,7
1600,51,Femenino,640235,26538,881,Norte,2,6
1601,34,Femenino,1717005,25261,805,Oeste,9,87
1602,51,Masculino,541495,12308,997,Oeste,3,8
1603,61,Femenino,353352,9160,901,Oeste,1,4
1604,54,Masculino,905411,21252,982,Sur,2,4
1605,64,Masculino,776831,16394,814,Oeste,1,7
1606,44,Masculino,1463396,38731,575,Norte,9,82
1607,55,Femenino,1717406,32945,726,Norte,8,76
1608,66,Masculino,341196,26821,830,Este,2,4
1609,59,Masculino,1121994,13757,898,Este,1,5
1610,20,Femenino,188848,5095,314,Norte,8,19
1611,54,Masculino,1732742,25731,603,Sur,10,119
1612,39,Femenino,1932021,27614,458,Este,10,98
1613,43,Femenino,1611102,41280,721,Este,9,114
1614,49,Femenino,1762826,32111,796,Este,8,99
1615,64,Masculino,833461,16463,957,Norte,2,9
1616,38,Masculino,1084044,39035,662,Este,10,138
1617,28,Masculino,101321,2510,359,Oeste,6,46
1618,27,Masculino,261212,2650,471,Este,9,52
1619,38,Masculino,1065038,34566,404,Este,9,104
1620,66,Masculino,959269,14805,829,Norte,1,10
1621,32,Masculino,1988748,28255,510,Norte,8,149
